Code,Name,Panel,
pfdn6,Prefoldin subunit 6,Neurology II,
pga4,Pepsin A-4,Inflammation II,
pgd,"6-phosphogluconate dehydrogenase, decarboxylating",Cardiometabolic II,
pglyrp2,N-acetylmuramoyl-L-alanine amidase,Inflammation II,
pglyrp4,Peptidoglycan recognition protein 4,Cardiometabolic II,
pgm2,Phosphoglucomutase-2,Neurology II,
pgr,Progesterone receptor,Inflammation II,
phactr2,Phosphatase and actin regulator 2,Neurology II,
phldb1,Pleckstrin homology-like domain family B member 1,Oncology II,
phldb2,Pleckstrin homology-like domain family B member 2,Oncology II,
phykpl,5-phosphohydroxy-L-lysine phospho-lyase,Inflammation II,
pi16,Peptidase inhibitor 16,Inflammation II,
pibf1,"Progesterone-induced-blocking factor 1, Isoform 4",Neurology II,
pikfyve,1-phosphatidylinositol 3-phosphate 5-kinase,Inflammation II,
pinlyp,phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein,Inflammation II,
pithd1,PITH domain-containing protein 1,Oncology II,
pkd1,Polycystin-1,Cardiometabolic II,
pkd2,Polycystin-2,Cardiometabolic II,
pkn3,Serine/threonine-protein kinase N3,Oncology II,
plb1,"Phospholipase B1, membrane-associated",Neurology II,
plcb1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",Inflammation II,
plcb2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2",Neurology II,
plekho1,Pleckstrin homology domain-containing family O member 1,Neurology II,
plg,Plasminogen,Inflammation II,
plscr3,Phospholipid scramblase 3,Neurology II,
plxdc2,Plexin domain-containing protein 2,Neurology II,
pmch,Pro-MCH,Cardiometabolic II,
pmm2,Phosphomannomutase 2,Cardiometabolic II,
pms1,PMS1 protein homolog 1,Neurology II,
pnlip,Pancreatic triacylglycerol lipase,Inflammation II,
pnliprp1,Inactive pancreatic lipase-related protein 1,Neurology II,
pnma1,Paraneoplastic antigen Ma1,Cardiometabolic II,
pnma2,Paraneoplastic antigen Ma2,Neurology II,
pof1b,Protein POF1B,Inflammation II,
polr2a,DNA-directed RNA polymerase II subunit RPB1,Inflammation II,
pomc,Pro-opiomelanocortin,Cardiometabolic II,
pon1,Serum paraoxonase/arylesterase 1,Inflammation II,
postn,Periostin,Cardiometabolic II,
ppbp,Platelet basic protein,Inflammation II,
ppie,Peptidyl-prolyl cis-trans isomerase E,Oncology II,
ppif,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",Cardiometabolic II,
ppl,Periplakin,Inflammation II,
ppm1b,Protein phosphatase 1B (PPM1B),Inflammation II,
ppm1f,Protein phosphatase 1F,Cardiometabolic II,
ppp1cc,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,Oncology II,
ppp1r12b,Protein phosphatase 1 regulatory subunit 12B,Oncology II,
ppp1r14a,Protein phosphatase 1 regulatory subunit 14A,Neurology II,
ppp1r14d,Protein phosphatase 1 regulatory subunit 14D,Neurology II,
ppp2r5a,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform,Oncology II,
ppt1,Palmitoyl-protein thioesterase 1,Neurology II,
prame,Melanoma antigen preferentially expressed in tumors,Oncology II,
prap1,Proline-rich acidic protein 1,Cardiometabolic II,
prc1,Protein regulator of cytokinesis 1,Oncology II,
prdx2,Peroxiredoxin-2,Inflammation II,
prg2,Bone marrow proteoglycan,Cardiometabolic II,
prg3,Proteoglycan 3,Cardiometabolic II,
prkag3,5'-AMP-activated protein kinase subunit gamma-3,Neurology II,
prkar2a,cAMP-dependent protein kinase type II-alpha regulatory subunit,Neurology II,
prkd2,Serine/threonine-protein kinase D2,Cardiometabolic II,
prkg1,cGMP-dependent protein kinase 1,Inflammation II,
prnd,Prion-like protein doppel,Neurology II,
procr,Endothelial protein C receptor,Cardiometabolic II,
pros1,Vitamin K-dependent protein S,Inflammation II,
prr4,Proline-rich protein 4,Inflammation II,
prr5,Proline-rich protein 5,Inflammation II,
prrt3,Proline-rich transmembrane protein 3,Cardiometabolic II,
prss22,Brain-specific serine protease 4,Inflammation II,
prss53,Serine protease 53,Neurology II,
prune2,Protein prune homolog 2,Oncology II,
psap,Prosaposin,Cardiometabolic II,
psapl1,Proactivator polypeptide-like 1,Oncology II,
psca,Prostate stem cell antigen,Oncology II,
psmc3,26S proteasome regulatory subunit 6A,Oncology II,
psmd1,26S proteasome non-ATPase regulatory subunit 1,Neurology II,
psmd5,26S proteasome non-ATPase regulatory subunit 5,Neurology II,
psmg4,Proteasome assembly chaperone 4,Inflammation II,
pstpip2,Proline-serine-threonine phosphatase-interacting protein 2,Inflammation II,
ptges2,Prostaglandin E synthase 2,Inflammation II,
ptgr1,Prostaglandin reductase 1,Cardiometabolic II,
pth,Parathyroid hormone,Neurology II,
ptp4a3,Protein tyrosine phosphatase type IVA 3,Inflammation II,
ptpn9,Tyrosine-protein phosphatase non-receptor type 9,Inflammation II,
ptprb,Receptor-type tyrosine-protein phosphatase beta,Cardiometabolic II,
ptprc,Receptor-type tyrosine-protein phosphatase C,Cardiometabolic II,
ptprh,Receptor-type tyrosine-protein phosphatase H,Oncology II,
ptprk,Receptor-type tyrosine-protein phosphatase kappa,Oncology II,
ptprr,Receptor-type tyrosine-protein phosphatase R,Neurology II,
ptprz1,Receptor-type tyrosine-protein phosphatase zeta,Cardiometabolic II,
ptrhd1,Putative peptidyl-tRNA hydrolase PTRHD1,Inflammation II,
pttg1,Securin,Oncology II,
pxdnl,Peroxidasin-like protein,Oncology II,
pydc1,Pyrin domain-containing protein 1,Cardiometabolic II,
pyy,Peptide YY,Cardiometabolic II,
pzp,Pregnancy zone protein,Inflammation II,
qsox1,Sulfhydryl oxidase 1,Inflammation II,
rab10,Ras-related protein Rab-10,Cardiometabolic II,
rab11fip3,Rab11 family-interacting protein 3,Cardiometabolic II,
rab27b,Ras-related protein Rab-27B,Cardiometabolic II,
rab2b,Ras-related protein Rab-2B,Oncology II,
rab33a,Ras-related protein Rab-33A,Cardiometabolic II,
rab39b,Ras-related protein Rab-39B,Cardiometabolic II,
rab3gap1,Rab3 GTPase-activating protein catalytic subunit,Neurology II,
rab44,Ras-related protein Rab-44,Oncology II,
rabep1,Rab GTPase-binding effector protein 1,Inflammation II,
rac3,Ras-related C3 botulinum toxin substrate 3,Neurology II,
rad51,DNA repair protein RAD51 homolog 1,Oncology II,
ralb,Ras-related protein Ral-B,Inflammation II,
raly,RNA-binding protein Raly,Oncology II,
ranbp1,Ran-specific GTPase-activating protein,Cardiometabolic II,
ranbp2,E3 SUMO-protein ligase RanBP2,Neurology II,
rap1a,Ras-related protein Rap-1A,Inflammation II,
rapgef2,Rap guanine nucleotide exchange factor 2,Oncology II,
rasgrf1,Ras-specific guanine nucleotide-releasing factor 1,Oncology II,
rbfox3,RNA binding protein fox-1 homolog 3,Neurology II,
rbm17,Splicing factor 45,Neurology II,
rbm19,Probable RNA-binding protein 19,Cardiometabolic II,
rbm25,RNA-binding protein 25,Oncology II,
rbp1,Retinol-binding protein 1,Neurology II,
rbp7,Retinoid-binding protein 7,Oncology II,
rbpms,RNA-binding protein with multiple splicing,Inflammation II,
rbpms2,RNA-binding protein with multiple splicing 2,Cardiometabolic II,
rcc1,Regulator of chromosome condensation,Oncology II,
reck,Reversion-inducing cysteine-rich protein with Kazal motifs,Cardiometabolic II,
reep4,Receptor expression-enhancing protein 4,Neurology II,
reg3g,Regenerating islet-derived protein 3-gamma,Oncology II,
relb,Transcription factor RelB,Inflammation II,
reps1,RalBP1-associated Eps domain-containing protein 1,Inflammation II,
rest,RE1-silencing transcription factor,Oncology II,
rexo2,"Oligoribonuclease, mitochondrial",Cardiometabolic II,
rfc4,Replication factor C subunit 4,Oncology II,
rgcc,Regulator of cell cycle RGCC,Neurology II,
rgl2,Ral guanine nucleotide dissociation stimulator-like 2,Oncology II,
rgs10,Regulator of G-protein signaling 10,Neurology II,
rictor,Rapamycin-insensitive companion of mTOR,Inflammation II,
rida,2-iminobutanoate/2-iminopropanoate deaminase,Inflammation II,
rilpl2,RILP-like protein 2,Cardiometabolic II,
ripk4,Receptor-interacting serine/threonine-protein kinase 4,Cardiometabolic II,
rln1,Prorelaxin H1,Neurology II,
rln2,Prorelaxin H2,Inflammation II,
rnase1,Ribonuclease pancreatic,Inflammation II,
rnase10,Inactive ribonuclease-like protein 10,Cardiometabolic II,
rnase4,Ribonuclease 4,Inflammation II,
rnase6,Ribonuclease K6,Inflammation II,
rnaseh2a,Ribonuclease H2 subunit A,Neurology II,
rnf149,E3 ubiquitin-protein ligase RNF149,Cardiometabolic II,
rnf168,E3 ubiquitin-protein ligase RNF168,Inflammation II,
rnf31,E3 ubiquitin-protein ligase RNF31 (RNF31),Inflammation II,
rnf4,E3 ubiquitin-protein ligase RNF4,Oncology II,
rnf43,E3 ubiquitin-protein ligase RNF43,Oncology II,
rnf5,E3 ubiquitin-protein ligase RNF5,Cardiometabolic II,
robo4,Roundabout homolog 4,Cardiometabolic II,
rpa2,Replication protein A 32 kDa subunit,Inflammation II,
rpe,Ribulose-phosphate 3-epimerase,Oncology II,
rpgr,X-linked retinitis pigmentosa GTPase regulator,Neurology II,
rpl14,60S ribosomal protein L14,Cardiometabolic II,
rps10,40S ribosomal protein S10,Cardiometabolic II,
rras,Ras-related protein R-Ras,Neurology II,
rrp15,RRP15-like protein,Neurology II,
rtkn2,Rhotekin-2,Cardiometabolic II,
rtn4ip1,"Reticulon-4-interacting protein 1, mitochondrial",Neurology II,
ryr1,Ryanodine receptor 1,Cardiometabolic II,
s100a13,Protein S100-A13,Inflammation II,
s100a14,Protein S100-A14,Neurology II,
s100a3,Protein S100-A3,Oncology II,
s100g,Protein S100-G,Neurology II,
saa4,Serum amyloid A-4 protein (SAA4),Inflammation II,
safb2,Scaffold attachment factor B2,Neurology II,
sag,S-arrestin,Neurology II,
sap18,Histone deacetylase complex subunit SAP18,Oncology II,
sarg,Specifically androgen-regulated gene protein,Cardiometabolic II,
sart1,U4/U6.U5 tri-snRNP-associated protein 1,Cardiometabolic II,
sat1,Diamine acetyltransferase 1,Cardiometabolic II,
sat2,Thialysine N-epsilon-acetyltransferase,Oncology II,
satb1,DNA-binding protein SATB1,Neurology II,
sbsn,Suprabasin,Cardiometabolic II,
scgb2a2,Mammaglobin-A,Cardiometabolic II,
scgb3a1,Secretoglobin family 3A member 1,Inflammation II,
scin,Adseverin,Neurology II,
scn2a,Sodium channel protein type 2 subunit alpha,Neurology II,
scn2b,Sodium channel subunit beta-2,Neurology II,
scn3a,Sodium channel protein type 3 subunit alpha,Neurology II,
scn3b,Sodium channel subunit beta-3,Neurology II,
scn4b,Sodium channel subunit beta-4,Cardiometabolic II,
scpep1,Retinoid-inducible serine carboxypeptidase,Cardiometabolic II,
scrg1,Scrapie-responsive protein 1,Cardiometabolic II,
scrib,Protein scribble homolog,Cardiometabolic II,
sct,Secretin,Neurology II,
sdccag8,Serologically defined colon cancer antigen 8,Oncology II,
sdhb,Succinate dehydrogenase,Oncology II,
sdk2,Protein sidekick-2,Inflammation II,
sec31a,Protein transport protein Sec31A,Cardiometabolic II,
sel1l,Protein sel-1 homolog 1,Cardiometabolic II,
selenop,Selenoprotein P,Inflammation II,
sell,L-selectin (SELL),Inflammation II,
sema3g,Semaphorin-3G,Inflammation II,
sema6c,Semaphorin-6C,Inflammation II,
septin3,Neuronal-specific septin-3,Neurology II,
septin7,Septin-7,Oncology II,
septin8,Septin-8,Neurology II,
serpina1,Alpha-1-antitrypsin,Inflammation II,
serpina3,Alpha-1-antichymotrypsin,Inflammation II,
serpina4,Kallistatin,Inflammation II,
serpina5,Plasma serine protease inhibitor (SERPINA5),Inflammation II,
serpina6,Corticosteroid-binding globulin,Inflammation II,
serpina7,Thyroxine-binding globulin (SERPINA7),Inflammation II,
serpinc1,Antithrombin-III,Inflammation II,
serpind1,Heparin cofactor 2,Inflammation II,
serpine2,Glia-derived nexin,Cardiometabolic II,
serpinf1,Pigment epithelium-derived factor,Inflammation II,
serpinf2,Alpha-2-antiplasmin,Inflammation II,
serping1,Plasma protease C1 inhibitor,Inflammation II,
serpinh1,Serpin H1,Oncology II,
serpini1,Neuroserpin,Inflammation II,
serpini2,Serpin I2,Oncology II,
sez6,Seizure protein 6 homolog,Neurology II,
sfrp4,Secreted frizzled-related protein 4,Inflammation II,
sgsh,N-sulphoglucosamine sulphohydrolase,Cardiometabolic II,
sh3bgrl2,SH3 domain-binding glutamic acid-rich-like protein 2,Neurology II,
sh3bp1,SH3 domain-binding protein 1,Oncology II,
sh3gl3,Endophilin-A3,Oncology II,
sh3glb2,Endophilin-B2,Neurology II,
shbg,Sex hormone-binding globulin,Inflammation II,
shc1,SHC-transforming protein 1,Oncology II,
shd,SH2 domain-containing adapter protein D,Cardiometabolic II,
shh,Sonic hedgehog protein,Inflammation II,
shisa5,Protein shisa-5,Cardiometabolic II,
shpk,Sedoheptulokinase,Oncology II,
siglec8,Sialic acid-binding Ig-like lectin 8,Cardiometabolic II,
sil1,Nucleotide exchange factor SIL1,Cardiometabolic II,
sirt1,NAD-dependent protein deacetylase sirtuin-1,Inflammation II,
skiv2l,Helicase SKI2W,Cardiometabolic II,
sla2,Src-like-adapter 2,Neurology II,
slc12a2,Solute carrier family 12 member 2,Cardiometabolic II,
slc13a1,Solute carrier family 13 member 1,Oncology II,
slc1a4,Neutral amino acid transporter A,Neurology II,
slc28a1,Sodium/nucleoside cotransporter 1,Oncology II,
slc34a3,Sodium-dependent phosphate transport protein 2C,Oncology II,
slc44a4,Choline transporter-like protein 4,Neurology II,
slc4a1,Band 3 anion transport protein,Cardiometabolic II,
slc51b,Organic solute transporter subunit beta,Cardiometabolic II,
slc9a3r1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Inflammation II,
slc9a3r2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,Oncology II,
slirp,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",Oncology II,
slitrk1,SLIT and NTRK-like protein 1,Inflammation II,
slk,STE20-like serine/threonine-protein kinase,Oncology II,
slmap,Sarcolemmal membrane-associated protein,Oncology II,
slurp1,Secreted Ly-6/uPAR-related protein 1,Cardiometabolic II,
smad2,Mothers against decapentaplegic homolog 2,Oncology II,
smad3,Mothers against decapentaplegic homolog 3,Oncology II,
smc3,Structural maintenance of chromosomes protein 3,Oncology II,
smndc1,Survival of motor neuron-related-splicing factor 30,Oncology II,
smpd3,Sphingomyelin phosphodiesterase 3,Inflammation II,
smpdl3b,Acid sphingomyelinase-like phosphodiesterase 3b,Oncology II,
sms,Spermine synthase,Neurology II,
smtn,Smoothelin,Neurology II,
snap25,Synaptosomal-associated protein 25,Neurology II,
snapin,SNARE-associated protein Snapin,Neurology II,
snca,Alpha-synuclein,Inflammation II,
sned1,"Sushi, nidogen and EGF-like domain-containing protein 1",Cardiometabolic II,
snrpb2,U2 small nuclear ribonucleoprotein B'',Neurology II,
snu13,NHP2-like protein 1,Cardiometabolic II,
snx15,Sorting nexin-15,Inflammation II,
snx18,Sorting nexin-18,Oncology II,
snx2,Sorting nexin-2,Oncology II,
snx5,Sorting nexin-5,Cardiometabolic II,
sod3,Extracellular superoxide dismutase,Inflammation II,
sorbs1,Sorbin and SH3 domain-containing protein 1,Neurology II,
sowaha,Ankyrin repeat domain-containing protein SOWAHA,Neurology II,
sox2,Transcription factor SOX-2,Neurology II,
sox9,Transcription factor SOX-9,Neurology II,
spaca5_spaca5b,Sperm acrosome-associated protein 5,Neurology II,
spag1,Sperm-associated antigen 1,Neurology II,
spart,Spartin,Inflammation II,
spesp1,Sperm equatorial segment protein 1,Cardiometabolic II,
spink2,Serine protease inhibitor Kazal-type 2,Inflammation II,
spink8,Serine protease inhibitor Kazal-type 8,Cardiometabolic II,
spint3,Kunitz-type protease inhibitor 3,Oncology II,
spred2,"Sprouty-related, EVH1 domain-containing protein 2",Inflammation II,
spring1,SREBP regulating gene protein,Oncology II,
sprr1b,Cornifin-B,Oncology II,
sprr3,Small proline-rich protein 3,Neurology II,
sptbn2,"Spectrin beta chain, non-erythrocytic 2",Neurology II,
sptlc1,Serine palmitoyltransferase 1,Neurology II,
srpx,Sushi repeat-containing protein SRPX,Cardiometabolic II,
ssbp1,"Single-stranded DNA-binding protein, mitochondrial",Inflammation II,
ssh3,Protein phosphatase Slingshot homolog 3,Oncology II,
ssna1,Sjoegren syndrome nuclear autoantigen 1,Oncology II,
st13,Hsc70-interacting protein,Inflammation II,
st8sia1,"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase",Inflammation II,
stab2,Stabilin-2,Cardiometabolic II,
stam,Signal transducing adapter molecule 1,Oncology II,
stat2,Signal transducer and activator of transcription 2,Inflammation II,
stau1,Double-stranded RNA-binding protein Staufen homolog 1,Oncology II,
steap4,Metalloreductase STEAP4,Neurology II,
stoml2,"Stomatin-like protein 2, mitochondrial",Oncology II,
stx1b,Syntaxin-1B,Neurology II,
stx3,Syntaxin-3,Neurology II,
stx5,Syntaxin-5,Inflammation II,
stx7,Syntaxin-7,Inflammation II,
stxbp1,Syntaxin-binding protein 1,Neurology II,
sugp1,SURP and G-patch domain-containing protein 1,Oncology II,
sumf1,Formylglycine-generating enzyme,Inflammation II,
suox,"Sulfite oxidase, mitochondrial",Neurology II,
susd4,Sushi domain-containing protein 4,Oncology II,
susd5,Sushi domain-containing protein 5,Inflammation II,
sv2a,Synaptic vesicle glycoprotein 2A,Neurology II,
swap70,Switch-associated protein 70,Oncology II,
syap1,Synapse-associated protein 1,Inflammation II,
syngap1,Ras/Rap GTPase-activating protein SynGAP,Neurology II,
syt1,Synaptotagmin-1,Neurology II,
sytl4,Synaptotagmin-like protein 4,Cardiometabolic II,
tab2,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,Oncology II,
tada3,Transcriptional adapter 3,Oncology II,
tagln3,Transgelin-3,Oncology II,
taldo1,Transaldolase,Cardiometabolic II,
tap1,Antigen peptide transporter 1,Oncology II,
tarm1,"T-cell-interacting, activating receptor on myeloid cells protein 1",Neurology II,
tars1,"Threonine--tRNA ligase 1, cytoplasmic",Oncology II,
tax1bp1,Tax1-binding protein 1,Neurology II,
tbca,Tubulin-specific chaperone A,Inflammation II,
tbr1,T-box brain protein 1,Neurology II,
tcn1,Transcobalamin-1,Inflammation II,
tcof1,Treacle protein,Cardiometabolic II,
tcp11,T-complex protein 11 homolog,Oncology II,
tctn3,Tectonic-3,Cardiometabolic II,
tdo2,"Tryptophan 2,3-dioxygenase",Neurology II,
tdp1,Tyrosyl-DNA phosphodiesterase 1,Oncology II,
tef,Thyrotroph embryonic factor,Cardiometabolic II,
terf1,Telomeric repeat-binding factor 1,Inflammation II,
tet2,Methylcytosine dioxygenase TET2,Oncology II,
tex101,Testis-expressed protein 101,Neurology II,
tex33,Testis-expressed protein 33,Oncology II,
tf,Serotransferrin,Inflammation II,
tfap2a,Transcription factor AP-2-alpha,Neurology II,
tg,Thyroglobulin,Oncology II,
tgfb2,Transforming growth factor beta-2 proprotein,Oncology II,
tgfbr1,TGF-beta receptor type-1,Inflammation II,
tgoln2,Trans-Golgi network integral membrane protein 2,Inflammation II,
thap12,52 kDa repressor of the inhibitor of the protein kinase,Oncology II,
thrap3,Thyroid hormone receptor-associated protein 3,Cardiometabolic II,
thsd1,Thrombospondin type-1 domain-containing protein 1,Inflammation II,
thtpa,Thiamine-triphosphatase,Oncology II,
tigit,T-cell immunoreceptor with Ig and ITIM domains,Oncology II,
timm10,Mitochondrial import inner membrane translocase subunit Tim10,Cardiometabolic II,
timm8a,Mitochondrial import inner membrane translocase subunit Tim8 A,Neurology II,
timp2,Metalloproteinase inhibitor 2,Cardiometabolic II,
tjp3,Tight junction protein ZO-3,Neurology II,
tk1,"Thymidine kinase, cytosolic",Oncology II,
